,group
-76841414422751646,1
-76528277665101499,9
-76008707965649545,11
-75530314676215487,10
-74535513862854057,9
-74129761774857448,11
-74059971287237408,8
-73081287746786542,9
-71933676367124907,9
-71655393066708784,11
-71431354613518141,6
-70928222264979238,10
-70592192111714029,4
-70584750312448351,9
-69842085222251969,9
-69246721196766571,8
-68533044794768349,7
-66497207735931423,6
-65108967089100819,4
-63377885315649523,7
-62802143198350344,7
-62590842427370995,10
-60408557439405918,9
-60036589594625654,9
-59862964745148700,5
-56875045320056708,11
-56352796738028110,7
-55993492614720325,11
-55979054195559015,6
-55159708073778581,11
-54557875373643336,9
-54557827644432731,9
-52951858558537034,6
-52226208973527772,1
-48202548844017644,10
-48096402097114788,9
-47859863860875551,11
-46757087305411747,9
-46195977943960026,6
-43653003537109618,2
-42961107734561676,8
-41878565147224302,8
-41756038443797591,6
-40988951065770919,10
-40392067264131630,4
-40099365574239998,4
-38923019344546651,10
-35916791921440162,3
-35109491554226515,10
-33752669668359726,6
-32206612380927941,9
-31972064138263473,3
-31401954960188663,6
-30628461850739847,0
-28694643595904273,11
-28659284955500874,10
-28593019217789940,4
-28108406352683714,4
-27779971097986720,9
-26768674874516551,7
-26393582122790144,9
-26174771310609248,7
-25585849052444558,10
-25556824413713805,8
-24769104472976075,6
-24096626028753480,10
-22926942621042626,7
-22780715507327935,3
-22504238588335712,10
-22176248386789081,6
-21374572659843592,7
-20063513396092089,4
-19856913694018529,8
-19560783828619596,11
-19399803693356219,11
-19206044220299424,9
-18969145338053044,10
-18458834542633514,7
-18340870648186031,11
-18294146237227989,9
-17033657844308285,10
-16054151557437460,10
-15757824106214834,10
-15473502785430788,0
-13713695764966852,7
-13691313121870226,9
-13176613022161539,3
-13061170827062790,9
-12139818851931674,6
-11249145735917211,10
-9345402369853267,6
-6857195135381246,9
-6295917728964863,7
-6254526605737531,10
-5572257337051243,2
-4598492899548979,7
-4496984528158017,9
-4319628697496979,9
-3264766861537503,8
-2990948223816274,9
-2876036734607908,5
-2568866871668295,10
-2385668677718319,1
-290955718937342,11
236977955407185,8
739201708484895,6
2193570842774801,10
3950345700644909,9
4407746654267729,7
4493514298288583,6
5021105036186737,5
5038733072524900,11
5212312893329729,9
5465741433116314,9
5811642035826809,10
6516157327331974,0
7033352491531565,5
7121472058287854,9
7409327892797432,10
7767456588557579,6
8397324967438210,7
8774523953244308,9
10068398714301654,9
11127695373721535,8
11932936323971932,10
13046791258635929,6
13976334765768721,0
14146685518763335,10
15286139579988782,7
16877935012380825,8
17154516926292716,11
20642637715821145,11
20974438945734257,9
22261344324729364,11
22900167132759702,6
22980741484735312,9
24691631289827220,2
25382878494747289,3
26488098206550164,8
26823177045282474,5
29182687948017175,11
29987728626660858,9
30359571463109177,8
31208013033799294,3
32099391315125611,9
32173102666086778,2
32821668171109101,8
32915763090299854,9
33754462094964280,5
33829126858748999,3
34307547843249796,4
34527362328753209,7
35048289556697561,11
35172350775627890,10
35661017933917548,3
36898248647425298,11
37433070376119923,10
37987981111678137,7
38630124769588888,10
40481506840502385,10
41160829119269784,3
41491617159752843,7
41567893676331554,11
42303499340574820,6
42423059798900276,7
42906251717170705,10
43321059277835134,5
44419898593760431,9
45160689611356946,2
45333577604036135,11
45654475039856919,3
46176851220438439,11
46281347775686794,8
46304971075542066,4
46544579337530584,9
47577110070012520,9
47747736297028745,9
48292678481776482,8
48442619407368974,9
49246416574633741,4
49925177058329966,11
50934472966153324,0
51094347693182776,10
57220493592309834,11
57777958919534348,7
59382117780862642,11
59436447634848437,11
59446193835828042,11
61203552442248011,4
64039616319752963,5
64306954341504635,9
64568021840865383,1
64963982496912679,6
65024724844628601,10
65295117994371084,8
66753855485282511,10
67262388899965248,7
68900160458170090,5
69137287052145104,4
69385877007532299,7
69535417045141692,6
70646393776172816,11
71783512615695604,8
73794811718612800,0
73934199191797822,7
74216409280162556,10
74777192673161166,8
74946236441013293,7
75015337661827250,7
75282010572130384,9
76020432037267940,0
76660669645375028,7
76690924961358052,7
76841522500854271,2
76979125237484082,11
77208986477001420,5
80603310660705252,7
81665772251268409,9
81678321839460622,10
82747801649063477,1
82809346255846172,1
84531262382922370,7
84730798501475986,0
85127171685817401,3
85150010819707318,2
85369409947871899,4
86198637437803426,11
86238091483178979,6
86387785045074077,8
87956042435487558,7
88105553205381765,8
89181010588227347,7
89487535488634810,1
90368024233601060,4
91773919792193220,5
91833967136407470,8
91841036913271833,6
92207113043328285,5
92253795511102805,9
93538170808727390,4
93640501578329909,11
94300165351142001,10
94415964654579647,7
94467988558945991,10
96250277989099617,3
96474551521143429,10
96866802909762203,2
96887508102804883,0
97661914711789603,9
98858280551155742,6
99479029389286800,11
99976251796408156,11
100747204611271044,10
101088278173724163,6
103774611331585481,8
103854962792238224,3
104209820702986788,7
104923517675810291,1
105681396335277396,8
106256779204337284,4
111426085157006697,7
112520512222432428,0
113329417022324305,10
113979950782839877,9
116098921041865906,2
116784066669403263,1
117156083372653659,7
118276158630381246,6
119223259910463228,5
119818112149130141,9
120089051641959503,8
121361324938475453,11
121673517478607368,6
121737949455485607,4
122161067698560836,8
125358794197377254,10
126157323997915434,10
126214391416461828,10
127399465476296648,9
128113489106221835,10
128817266370999808,7
129095194422736918,11
129665676540558301,9
130830949846621995,4
130967544930119441,5
133672465546394821,7
134931793441637245,2
135865926270103106,6
136184312534080323,10
136682336849646632,3
136870037530914956,4
136964798328291714,10
138270898771023126,9
138350499349347566,7
138744421669788061,11
140805241385352492,11
141347306467862277,3
142608208607652110,5
143395565203270570,7
144398046103110774,10
144547845295230484,11
146537554666566234,7
146690531643256601,8
148790959926150818,6
149166681215514684,5
149746140614217809,4
149859051613337776,4
150375626460857215,11
151945206530721538,7
153287347358876602,4
153355648584936208,11
153753128987395162,7
155221838302164634,1
157087291689855449,1
157685974175213108,10
158341003605624477,2
159339313985366265,9
159831348367921385,8
162810801761925571,10
164249540034102500,8
165025701019232530,0
165132475381898272,11
165301351065215043,11
165622959166378382,8
166224828374383570,4
167000298301510519,0
167033501550218786,0
167472685758687363,6
168238555620552933,7
169234759022608240,10
169546683406228405,7
170654744308734411,10
171170060823245024,9
171697629946978957,7
172682011159278826,9
173263405894496083,11
174181722568243475,5
174631571403742636,8
174690690006210589,7
174941397634971580,9
175842506354042708,10
176161627933665692,7
176364454226994885,11
178694180701730934,5
180207832475269509,9
180651453780776685,2
181313534919075063,11
182836445212489362,6
185401268409462860,10
185447404136132437,5
186005128392317391,7
186259231916298935,9
186358008969161121,7
186881396495101079,7
187204588687540990,10
188081178584340811,10
189642775592583204,3
194626644694015351,5
195360287274080917,10
195742700046265842,5
198241486676335755,6
198590848899735136,7
199875454985445167,4
199883397471823014,11
202080946207758287,9
202462323314332621,2
203925273570113337,9
205543215932520098,4
208133401792083027,0
209669838786594980,11
210093713675677748,4
210345053943396492,10
211159452037348738,11
212355259929750633,10
216492063286115987,11
219111662205928909,1
219642933150581669,7
220357058879310452,1
220404800904716860,8
220583772709279076,8
222593038573825222,9
226392318501977681,5
226533053931793924,4
226597307928138030,6
227196771276182490,4
227698751117138056,1
228203701650427491,4
228336927537401039,0
228903799352525438,7
230004955922104171,11
231216193409511791,1
231515124316316659,8
233634063380901471,4
234644520711563317,2
234801116488104786,0
235818931427158753,1
237618231249978455,7
237981590480598332,11
239262902097567023,7
241100356136315684,7
241126897110538142,5
241379725511889017,11
241638611529539933,1
241720324755787478,5
241727493607772077,0
242088903107664066,8
243936523901814365,5
244889400375047252,1
245222316950606417,6
245709470052646931,10
246644153966428338,9
246704497514222961,11
247081166854495196,11
249244883481236186,7
249606261484190645,10
250806039781325519,4
252432063709509882,7
252726567130154385,9
253359307766672365,11
253669599661408853,7
254358282766314163,0
254439517637797187,11
254577112992377289,4
255583935309952665,10
257291523977964881,6
259128685642347515,4
260239956368454028,7
263135686189509307,10
263231887213135947,4
265623075029539893,11
266428041077881526,11
266598286759225880,9
267380661492463034,10
268551248827655374,11
272696607041469418,8
273009657111925340,1
273428917789979693,9
273810396963165160,7
274015907117535199,10
274353012336464419,11
275917241569480314,11
277439462239620379,7
278271373692969738,4
278705269665846766,9
279455197256729687,11
280554263379573319,2
280775990316254824,9
281203612785649669,10
281353983110552199,1
282329647293237376,4
282401147529812442,8
282723060580691300,9
283055866410978605,4
283215182780638245,7
284767590597232814,11
287713213406344618,11
288546453191792317,11
289650990418047103,11
290607493649054252,3
291409447840670284,10
291860539079233398,9
292378310765501287,7
292388422999124365,9
292609306332174101,7
293551282717719771,0
294734898138230612,11
295605710244051482,7
295642022949268651,7
295685201038338938,1
298621955179708755,10
299990300227489654,7
301579051757541298,0
303342187460905475,10
305345663431150153,10
308200724209632934,10
308864462303524193,1
309139076983064821,2
309231148832669406,7
310315706104031673,10
310940992819089569,7
311329392369742133,11
312033692560456764,10
312473379179028668,7
313351803463777540,10
313402992331748802,6
314662706479629615,1
315979846106579328,7
317759394950000836,0
318942790869676074,11
319472832935756148,4
319498713854105024,7
319758196258356748,0
319851187810572007,10
320475938977913717,4
322075895802333378,7
323544358118579756,5
323995363207292203,0
324744786250046839,11
325440331541833736,7
325850566508592373,7
326714934536609079,7
328418330551182660,6
330995678998117703,2
331340005900517876,7
333735485212587401,8
334158445855289343,6
334757186773612536,9
335889372668003385,10
336062230579278728,7
336700518142593489,7
337937329168307680,11
340081322080661914,7
341841432657232950,4
341930795573884127,2
343432853869684355,7
344159869341493324,11
344177206088112695,1
344937640469487748,7
345738539278187886,10
346303302524122364,1
347614569457689700,1
347753157502768291,1
349929731691879505,5
350200923152075694,4
350803118798486699,10
353870407349595833,4
354086553909689364,8
354355258166647488,8
354472444386034557,10
355749350782221385,2
356325637404117798,6
356520478854373064,1
356626543950345155,4
356961007220197177,6
358639927067699433,2
359485763673282448,9
359785818319395670,2
360564107156262576,7
363507339046722236,9
363705233620746096,1
364003416606456735,11
364348311925444559,11
364747046517561190,7
366545141389444226,6
366876798973422354,7
367173766040888135,2
367434884659159211,10
368628890999046934,4
368758960743686349,10
369544460844021597,6
370519015294090170,3
370772647180128068,8
371437559997099388,9
372016058602980495,5
372615332823972294,4
373194270668801633,9
373689842470559830,4
374039952922674171,7
374615208533646829,6
375031242916141301,10
375525212990113463,9
376087465155185508,10
376220316287536256,8
376751051678600527,8
377606034482136123,0
377957959767691047,9
378528110278053949,10
379081891824559225,1
379102588263631935,11
381451092811135454,11
381608027219091788,5
383139133343344115,7
383626968253235480,10
385239670533516784,9
386070153369553560,10
387026519862192567,4
387085334695192007,4
387818584912242155,4
387904771848178909,0
389641837562761590,10
390138072678822129,8
392529546006332177,5
392823052045118008,5
393323198831516378,0
394085616843122873,9
394218154438445425,9
394275254197210674,10
394352668252551259,7
394653455941347150,8
394922282743204384,9
395236761067273826,7
395902590851457094,9
395905141129140468,9
395937639874086192,5
397016735179188936,11
397958137939928437,0
398342807525792446,9
398370011834237263,6
398600832790329351,7
400038927148126793,1
401961330551310135,6
402359799047283654,3
402816868519662810,0
403015168702463183,10
403483711834446974,10
404209076275318924,11
404418981531359306,10
404601054475288669,0
405062854660929802,11
405425582067610658,11
406027867800085860,4
406246005168634900,7
406608288544244528,3
406935114649851817,4
407652974657386791,7
413989305809888903,10
414075655634106875,10
414981412124997683,1
416343732491004351,3
416715133642814093,5
418124873825859411,11
419668598039512081,5
419970410538669290,10
420487957880620602,6
421998935778841427,5
422145215636561675,1
422934499231136724,11
423488372772029356,11
423552451003403157,2
426419013092793105,1
427493303528237080,4
429121261768752262,10
429298356540564804,9
429869317067009561,3
429988001527900526,9
432925350381678548,10
434514435033462221,0
435702323970167422,6
436188215742214861,6
436780957715377547,6
436862645633890672,4
437015933753563283,4
438887924840218341,11
439367991280686633,7
439484658792160902,10
440147350670224650,3
440305430320040695,8
441877345956145642,5
442592178984975072,1
443496300611595071,9
444029553266875286,10
446846284571676728,9
447514480517228982,1
449304259449379011,3
452202658468203172,4
452720611336482113,7
453394037293134614,0
457302051428856001,7
457422228955523559,3
458580601030097413,6
458653917361280045,7
460735825606524658,3
461092413153085412,9
464232588596766739,4
466151881315776926,0
467510394499688678,10
467600982088806350,0
468802294028902353,0
468849777802540143,11
469648804785835549,10
471216201965163744,11
472297408192604968,3
473067357855167588,3
473424652078374024,9
473744211223075343,11
474213384645949017,10
475311171450723656,10
476363564643571851,10
477084970331792961,8
477338615628824507,10
478722863944229738,10
478835366937479765,8
479686346846602700,11
481477274471688389,8
481562598540426080,6
482275638006356959,8
483648765439361867,10
485371309416062508,8
485465745191899974,11
485509394804516376,10
486609958173231864,3
487046914080349453,2
488574975812298092,9
488815755732427049,11
489144457481159168,1
489170860872393049,9
489270407523089152,7
489431140896881762,2
491836001677404293,1
492753211376124593,0
493425441997592132,1
494839756643584634,6
494998676884239792,1
495316989876150198,9
496479568456649602,9
497250578253615344,9
498226046913213220,3
499581158788914286,1
499990924549572071,7
503347427628406063,6
503444442218313987,8
503517019448847510,11
507256741491623064,6
508024224390359162,2
508541931496562544,6
509459165635137480,11
512074264105914877,7
512788164381188593,9
512945437368329395,9
513295513432658627,5
515179376967240182,0
515698252310444316,7
515779664370142401,11
516224043795252672,8
516507594975215038,2
517648912153537823,9
517696540219088680,2
520055756506152816,11
521126363562190161,2
521848435286869055,10
522298791816805647,7
523847337922084688,10
524772659440873771,1
525980114282241322,7
526401654741438816,4
526416682343182894,6
529341159159461781,11
530403824650166933,7
531003514601822419,11
531269970739023447,10
531315017696226937,8
531339241649248330,0
531877927194359514,6
532189677290720039,8
534679826403187007,10
537185603511180339,8
537272472540925178,7
538588821068944162,2
538712020419644700,0
538753446994942674,6
539455036687238766,11
539579299681593587,4
540627744847778582,1
540668460833615872,9
541316523581369011,6
541501313836805285,6
542133854644330998,11
546474323269781483,11
547344134623654060,7
550263806402569695,10
551335476513928653,6
551761173834760080,2
552267743101725044,2
552665904451275560,2
553234182651842332,7
555435510290665176,11
556454988037017249,7
556707724548717897,9
556769901257569531,3
558122673887959041,10
558696088001708190,10
559257845407044181,5
560133888324828624,11
560270673875940495,11
562262742452887182,9
562822482282145475,8
562867991351301611,7
563172549126412198,11
564491539854476891,10
565037553438330462,11
565376061321759384,5
567258250219919529,7
568223437885750071,6
568936121028140955,6
568979993615642062,11
570216352697694586,10
570293999941396809,9
571146955226212031,0
571732119840041016,0
572504427156263196,10
572617639756395588,5
572874306585919597,10
572889930110772799,7
578122657351836716,11
579262803389507828,10
580439924126212098,9
580758901955809551,9
580888012202555238,7
580989129907047860,10
583587258832342120,11
583769045950393614,0
584364271345729137,7
584993853739810066,7
586003406288503612,6
586783898325359510,8
586816381741051043,4
587205417238532126,3
587332520938866356,11
587538023453815299,2
587906820858380933,7
589483191079996212,7
589557985088430288,4
591160762719640381,7
592242993695707655,0
596736257583361752,10
597899368239507117,10
600258969813393607,11
601186799592441034,4
601315551547260668,7
601643356130032154,0
603960401228082182,10
605205498187964524,7
605679396015425990,4
606468987481221579,10
607743911793916930,10
608336992054967246,0
608470551851337735,10
610604206070818809,10
611444382607140951,11
611470997829698617,10
613302255228128815,11
613595049121235469,9
613749173442818095,5
616567099895821053,0
616904342714435676,4
618935653281497879,0
620414556173411958,5
620615304016028802,11
620706686731360073,7
621094507109176760,9
621108931104630232,11
621384841185046441,1
621929487363638434,10
622766295241578967,10
623528851089358978,4
624627659193571212,2
624691498424438296,0
625889914808226512,8
625960485135832624,10
626071240346317401,10
626246419356067670,11
627701033915506444,5
628707548637216489,1
629126742338365719,1
629214798998988936,9
629463167346050078,7
630246848335853081,8
631738266581757415,10
633350440544197436,3
633407123578279517,11
633939465764893961,1
635131441080671967,7
636485561011479960,10
636960401289772473,0
637726122459520138,9
639938294215032900,0
641003734934977441,7
641124703784043763,2
641278996203935230,5
641330784972133806,5
642445198907519250,9
643222416569449601,1
643223439995948543,10
644139419172207212,6
644690808949132408,2
644710859788808885,10
644733621744607938,6
646405672181553056,11
648740559619029198,2
649994868937856079,7
651319816258394344,10
651373914953255441,6
653260956583693582,3
653288039433792361,7
653643854157662128,4
653924070008541758,10
655081351125474400,4
655225203004969183,11
656885589471410038,2
658337724743399392,0
659195857714124689,10
660543727081434676,7
660897975883029410,7
661277623041826311,2
661652337144803145,6
662404136108709029,9
663552999195056756,4
664383971887991507,0
664529872749806410,11
666633409377382672,10
667071715174658759,6
667252760471995691,9
667790230272611345,11
668501813786440114,7
668849646159267555,3
669197668873205674,4
669311583839061960,9
671592997678269202,7
672518476117817380,11
672713680105209377,10
672950454077875538,11
673192555052209300,3
673910376105977023,2
674518474978881594,0
674797336825361094,7
675474486171405636,8
675667570936364200,9
676662317731544579,5
677740395350135283,10
678015047874834725,10
678347393549121831,6
678895764312250223,11
680783773385476238,3
682537499307863868,11
683163627251332484,5
686099047396802137,11
686193243445452515,10
686578226798432778,0
687433407384080735,9
687644766101503882,11
688041332569025274,0
688446349087723039,11
689163208338348043,9
689453572417809232,5
690061293890508137,0
690604673307480464,4
690807676945910524,9
691391336652716867,11
691634543855671738,10
691901908884830906,7
693725567363519072,4
695196988348077628,10
695869858478647644,5
696703728314359054,11
697271465410437073,1
697853201468660238,11
698339376039563451,7
698763139128612348,4
698881834171455878,1
698929021251691685,3
699314677675387357,8
701537120755386094,2
701827337491877958,6
702229181592874673,7
702360868960435145,9
703026628984458529,8
704494475250334909,10
704802303817395537,5
705251024346388288,10
706314013145076324,8
706659152373228672,11
706847949713744897,11
707967401334689301,3
709251620717538880,0
709644115992934314,1
713282382056624692,0
714295115535962453,10
714552539873397035,6
714846985621209928,0
715426691810657460,9
715519398765611507,5
716345328249344030,11
718340496655209535,11
720446087633956368,0
722574375320450514,4
722632277452380006,11
722984134671591446,7
723360143769496858,7
723674311569203067,1
724193437139547867,5
724380957062327778,4
724798393599123658,7
725834973829395587,4
728275398936443351,10
728716181990619139,6
730890516203571431,10
731731806929652711,5
734086852427173093,4
734331656322796053,9
734455100349541278,10
735065540649004518,6
735188486136978004,11
735559952111621230,10
735567929189902744,9
735584644943253913,11
737068190573198164,6
740360453486519153,0
742041945889873850,6
742909375326184866,9
743203956217867884,9
743292802404513077,5
744166425463577155,4
744429493862944732,11
746431036444367849,11
746518756012402085,9
747151823937693286,3
749232266312627002,10
750617636064143747,2
750864466030475368,2
752636195103799782,6
754036903243745414,7
754198656364886601,7
754544762998962674,10
754705701050032981,3
755772167887724190,11
759215450909118770,1
760423333010595441,3
760547046377377710,6
761097568178564820,10
761327285846903453,4
763004571654190832,9
763380674993890315,11
763410460929907549,4
764228214142562906,0
764470450119346718,11
765308845491001902,0
766616857121844155,11
766800698613264180,11
767269650884502310,5
767700895860013473,5
767968621678797530,3
768620961460415986,8
768939518139136924,5
769943570716050356,4
770496562922520950,11
771418076599756627,11
771579627858062542,7
773248989809697210,6
774483175670108987,10
775111129433798436,7
775704135377233746,7
775926758426714921,1
776194333023846855,10
777480779757651131,4
778387150744031519,6
778753891870077420,3
782090532443233284,6
782583017153517171,10
783078297290119301,11
783636850657630402,6
784521793924605341,3
785340238782543352,3
785790441455681190,3
786889424113136463,3
788737599405008093,7
790610582133613479,6
791222388313931456,10
792118802956730196,7
793217859169918970,11
793508097910154000,11
794820655003715468,10
796996875611352648,7
797254720514653313,2
797380710392929170,11
797657068089715059,9
798006159530298055,11
799776321633516022,2
800205961939300393,0
800585553602167272,4
800673371723903514,0
800717167789571318,8
801216239798713670,10
802027424614675518,3
802321817334211831,11
802534258263768468,1
802664528582226939,10
802852493392259819,9
802885046780861828,8
803714692448512340,10
805021106475769175,9
805877820264408822,11
806198932032258511,6
808136736496129902,10
808280466642475632,11
808721550679555973,11
809676529515862974,4
812192650581626680,9
812352014294252782,7
816455040675167982,8
819178554577144735,9
820565097132969093,1
821550655061222808,1
822537183051346374,11
823011407460901323,3
824114550035759367,10
824960974016752580,6
825329580259771613,10
825505093766679603,3
826382717997192953,10
826967718262612019,0
827650925066784053,6
829779105941895176,5
830388878713079206,10
830421149800211303,11
831071083725488253,0
833064837483504088,9
836642399155869076,10
836708659354153249,8
836850502749202429,6
837092071323516818,1
837153889847651998,10
839441200511369328,10
840188953896619567,4
840821924645360013,8
842628053719175159,0
843038398841716429,9
843181157392869757,9
843494071182876138,4
845030350533300789,10
845173315394215125,11
846356330857936066,10
846908689221966958,2
847496205279759425,11
849209422505502797,10
849448351458930063,3
849715170731901791,1
849849525178380550,4
850096982969473773,2
851840161187667770,5
852727334911219592,11
853618340874068307,10
854675630746317372,6
857425864955614628,10
857650188370626559,7
857661285912961572,8
858219827983770317,0
858625806451545306,0
858779897729176348,6
859172959260305993,10
859578972036286333,11
860178399590946825,8
861214687048291008,6
862117220890585751,9
863240958957408066,3
864116150003155884,11
864243666560012661,4
864315965564092782,9
865500763574260987,4
865877553718878555,5
866161566351809985,11
867932770775316487,3
868048088882936905,2
869540696589748651,3
870482393216990689,10
871031739503617380,6
873525094626927649,11
873939917477332316,3
874807082682998099,4
875120314944625177,3
875976328130383194,6
876753723799220491,11
877350183191470181,10
878891754998989228,8
878989799339838115,11
881125800088858419,8
881710014554197317,11
882230889022883875,11
883514519175525487,2
884025908023782505,10
884953137717513693,4
885272107056266273,8
885416945950515496,7
889024770629255006,3
889864732797298288,11
891135830854279042,7
891935457547633673,9
892418123420933051,6
892604792373645277,5
895399679110859114,10
895597627674823156,10
895916297856633529,11
901656397779213737,3
902700823249006178,7
902726754924112715,11
903178561704615802,8
903340897759305267,0
904606072567016619,9
905780432137593854,10
906625747763961066,5
907392024335339691,4
909774081927502369,11
910026217033284952,10
910818732113175513,11
910889295249288033,10
912925758262274989,8
912935486792363559,8
913650033712190448,10
913777848153784680,10
914443636894590489,4
914539185979262484,0
915974228299490045,4
916361148577800701,7
917282363841865069,8
917309253569490159,8
918478147943514394,5
918793045857404845,7
919238731300129190,11
919998904638390650,8
920088656310692489,1
920208719296831137,7
920774554353062771,8
921100795015115841,9
921622201112411177,7
921974129003166328,9
922701091450048634,2
923684391505373343,11
924398037943427689,6
925021758536569833,8
925848837987652622,11
927084339188208700,11
927104733081401456,7
928040807049483949,5
928286868482112740,2
928593381271847457,11
928733013700619019,9
930795929225839077,7
931497623158921771,7
932312236608607240,11
933122217477149976,11
933332461514601887,10
933734412754326451,7
934577145190973218,11
935108573271167392,7
935412595607893292,11
936568816591760773,4
936738707395740875,9
938152758918740005,2
938735566369219093,8
939391017579973970,3
939593401600107926,1
939860611270531232,7
940753692876433829,11
941027339712581895,0
941125256407031113,3
943997942973295803,7
945144472757474107,11
945491232155308314,2
945878722209897471,11
946303601663000206,3
946330559672873395,11
946924780847358505,0
947120573883232245,6
947173476130371505,4
947280547606100679,0
947375976313545443,7
949824377628694967,11
951261585676819191,10
951564799152348355,11
951660948089073618,9
952191791302358872,1
952249314577864903,6
952619027259106996,10
952748886772324323,9
952962517463825255,6
953000885606106271,6
953030362380064205,7
953912612942106690,7
954664654418084238,1
955224755457261149,0
959972305052381690,10
964915675871217692,6
965171070574612911,3
965888420476741976,1
966019560095091560,11
966127256155632917,8
966701165829339222,7
966712754130804276,9
969018530986917977,5
969628773460276404,9
969997156714872384,7
970592061729678871,6
970875079172286227,8
971059478517620788,6
971514505361757562,7
971660449636245859,11
972091730771948957,2
972539816906309987,11
972672625374170195,9
972999377658716131,11
974119419765451383,6
975878229870367157,7
976072792801470728,10
978774615627856752,5
980158579480746163,11
980393137531206481,9
980538215514936136,7
980980445835774667,10
981330594443902019,0
981581144734186252,7
982722083251426321,5
983661008649442165,9
983890786597383252,0
984238884464912562,1
985129548079715423,9
985178220933663191,4
985343554649646987,4
985357795198410741,11
985983550146131347,3
986555042250638628,8
988126473353850666,10
988322422143841285,1
988700349486667753,4
990879148135067211,2
992109739203134021,5
993894748934539938,3
994957985493748350,7
996163203858940369,7
997893466461332786,11
998208026013018157,2
998402647311351199,6
999208698621622641,9
1000866636927204554,7
1002532235230213034,10
1005735814394357905,7
1005838602507641494,4
1008425694143564708,1
1008972931215294589,6
1010107531741454875,10
1010695836149069798,8
1010870382245346958,9
1012083477965011794,5
1012527207579032529,10
1014909058216565471,7
1015633145111774794,9
1015986268636467923,7
1016197606224419441,0
1016229074528776269,10
1017100716972277695,4
1017779099584264128,6
1018137509930342640,6
1019329510387703328,9
1020832220632346439,10
1022955228505635523,10
1023369573882581449,9
1024109671425694078,4
1024596383070757622,7
1026152102622175271,7
1027236792119290690,11
1027491631948512288,5
1027538483602529256,9
1027755860051366636,8
1027830028108491068,3
1028485364669565401,2
1028863518978894876,11
1029510702167495084,3
1030503802431645749,10
1031370175892068440,6
1031448508199706564,11
1031817609126031772,8
1031976548454007980,7
1032496471602739732,0
1033747229841237411,0
1034063115774989316,6
1034859777753387805,9
1035081392431174969,3
1035323453269299092,7
1036100338929020211,1
1036372815522548728,11
1036863285554064723,4
1036888779516501363,10
1037591276151007132,0
1038084351926935960,7
1038675684127947105,8
1040708744904528945,7
1041265058672717122,3
1041472834559174911,1
1041850061430362589,6
1042930214672631097,8
1042950806979327601,6
1044431444423600042,9
1045631292048314373,11
1045654336656311669,6
1045738054677517696,9
1047071568061086190,3
1047243302622545860,4
1047343585317463408,4
1048590753859075959,2
1049449937657139471,7
1050278119755031127,1
1051981373886989572,11
1052872047402580097,5
1053007286977902730,11
1053334241706337926,11
1053345580762828047,8
1053462025697343059,7
1053716841535471992,11
1053852064771514677,10
1055204045525943128,10
1056407523719216417,2
1056605046273073522,9
1056689224530692256,6
1057178501058835938,11
1057289835566390654,9
1057593900708225072,6
1057684900232591760,3
1057784038346985001,11
1058720668910221198,3
1059108490518975017,9
1059417064852703172,8
1060791941422594981,11
1061408524188902088,1
1063013963338285795,1
1063470260829303101,8
1065396718427967151,1
1067028195654817543,11
1067405266390417733,10
1067484264724394277,10
1067960412221035352,11
1068002254807431265,4
1068036339230329965,7
1068915087712167632,5
1069739804698731218,10
1072047957467117268,1
1073994450685692982,4
1074260721091961018,10
1075737164381541308,0
1077102450366225873,8
1077225634868186011,11
1077348820275023725,3
1078139117688629486,9
1078369098902698658,1
1079008777576829413,8
1080881352021155951,3
1082605986595502656,9
1083397870764754111,6
1083742958213289053,5
1085819007811443004,6
1088195686061019476,8
1088854183473287097,6
1089750097069204988,10
1090370157436105678,9
1090392651837799968,1
1090472561426315696,1
1090859107646751646,3
1091533724604192933,1
1092925305202512366,7
1093847982902519808,6
1094868866014091544,6
1094986154482173549,9
1096145820883960699,4
1096829436287023678,4
1097155757555498199,10
1097628845035391031,4
1098139231380931967,11
1099066403918019002,10
1099769355878943868,10
1100630308071510732,10
1102526543878699788,11
1103772789593486478,11
1104193436649215263,11
1105333722006786054,0
1105678123990057954,0
1106539065688358848,8
1108590639542564752,9
1108684645338711147,8
1109529278258284984,7
1110968744952900205,11
1111201481227740806,5
1111232306822950640,0
1111275440929013197,7
1111316685523543530,8
1112094741343880539,6
1114954161606012037,9
1115451618725766892,8
1115780739429645010,8
1115998805376392173,5
1116027888175391257,5
1116337870100182046,0
1116830109944014490,9
1117351184047742383,8
1118254410655187267,0
1118332556621383873,6
1119365934978142018,0
1119366060701360329,4
1121367760272711378,11
1121571010804028122,7
1121934568361931171,9
1123933970322299884,10
1124612666126455299,11
1125463426054024583,4
1126020412841546876,7
1129706989403733215,3
1129794041707994031,3
1130034468045876131,9
1131107294003644997,8
1131127532744277068,6
1132267812827331652,1
1132845563095485463,4
1134258798545512642,9
1134829417680643102,10
1137118605170378900,2
1137995469035434402,10
1138133462396939398,4
1139946497677115857,11
1140070881749865994,9
1142121966117516435,7
1144290061841069925,9
1144318590514506184,10
1145184172125730503,5
1147192383658158914,2
1149011195581551829,11
1149133615402418542,5
1149629409508340832,10
1152151929595714536,10
1155947725349518919,4
1159668935158019744,1
1160102995704802253,9
1160555637600778029,3
1160654383047585708,8
1161201309686437667,8
1161768332857274900,11
